Tempo,Entrada,Erro,Saida
9040472,-8987,-22810,455
9048784,-14656,-20125,254
9057144,19121,-30792,367
9065488,-13618,-4922,456
9073792,-14072,-17363,498
9082152,6963,-3734,444
9090392,15841,-1300,611
9098680,20273,6099,572
9106960,8398,22845,459
9115240,-8815,-23414,453
9123552,27102,-3716,503
9131848,2266,-7612,571
9140088,-10485,11649,602
9148432,-3950,21851,448
9156728,2208,21501,648
9165016,-378,17190,573
9173264,-23269,8419,629
9181560,-16844,4860,486
9189848,-20698,15089,621
9198192,13885,-8782,561
9206488,15168,10442,437
9214816,24017,29980,449
9223152,-26731,10572,418
9231504,3552,18337,353
9239784,-19443,23811,467
9248128,-11597,-20792,536
9256488,-8278,-14873,602
9264792,2843,22619,536
9273072,-32117,7049,389
9281368,-25446,24723,606
9289712,822,-466,484
9297840,-26963,28096,520
9306184,-8168,-14735,580
9314488,-29329,-29341,571
9322856,15290,30472,477
9331192,-25894,-18280,433
9339552,1820,-18335,584
9347848,32132,21153,585
9356184,-23862,17353,527
9364528,8579,-22945,612
9372824,-3147,19295,555
9381120,28440,-27823,393
9389472,14577,6263,626
9397752,10294,7228,557
9406040,-15137,8126,635
9414336,-24468,-1610,492
9422640,2600,-31378,655
9430928,-9308,9112,547
9439176,23162,-6861,635
9447472,-26091,-29450,522
9455832,8903,1657,618
9464064,14141,-3607,592
9472352,-21457,-28016,397
9480712,-8831,-8174,572
9488968,-22329,2321,575
9497256,1555,-29634,523
9505552,19075,-16134,454
9513904,29315,29759,426
9522240,28097,10193,573
9530576,25195,16308,565
9538912,-8164,-4502,530
9547160,13840,-30462,515
9555512,-20889,-18199,573
9563880,-9525,-20052,543
9572192,20918,-24148,503
9580548,32726,23873,506
9588880,-11548,26075,524
9597224,-21790,-17463,498
9605592,-19008,-4354,648
9613896,32415,12340,601
9622224,-4597,-32476,700
9630536,-25841,-32209,908
9638896,10378,-2286,529
9647184,5190,-11596,635
9655480,12798,18907,503
9663816,27861,-18159,409
9672168,23137,-17257,607
9680512,-21933,17588,552
9688856,-21898,-17748,663
9697216,-32434,7684,505
9705512,30948,-27028,648
9713864,-2708,20285,514
9722160,2030,1916,600
9730384,1998,-30257,588
9738680,-16302,-32289,439
9747040,32095,-1004,647
9755328,27156,24419,665
9763664,-11482,4897,534
9771960,31909,29396,641
9780296,-27754,-22891,514
9788656,5030,30133,501
9796936,-20907,-15324,544
9805304,21242,13418,588
9813632,9570,19674,527
9821912,8656,20118,581
9830192,-25576,24561,611
9838544,-18575,26879,668
9846888,2394,26790,499
9855168,-30441,23527,646
9863512,29813,-18120,505
9871856,-9274,23706,561
9880152,-31945,18863,555
9888504,-3002,-3921,548
9896760,-26882,17628,490
9905112,-24402,8488,424
9913408,32708,-32458,612
9921752,-9521,25142,524
9930048,-10705,-4069,658
9938360,15947,-4058,533
9946656,-20483,-1262,680
9954960,9215,-4338,632
9963200,536,11042,603
9971424,16034,23646,688
9979752,-13668,-18581,617
9988112,19692,-17378,629
9996456,-1703,-5334,711

